Id,성분,효능,브랜드명,스킨케어,제품명,가격,전성분표기,효능.1,피부타입,이미지url,비건인증,유니크,일반성분,고유성분,
AT3,"3-O-Ethyl Ascorbic Acid, Chlorella Vulgaris Extract, Saponaria Pumila Callus Culture Extract, Lactobacillus/Rye Flour Ferment, Ceramide NP, Lactobacillus/Soymilk Ferment Filtrate, Caesalpinia Spinosa Gum, Fructooligosaccharides, Retinol, Lecithin, Laurdimonium Hydroxypropyl Hydrolyzed Wheat Protein, Dipropylene Glycol, Dipotassium Glycyrrhizate, 1,2-Hexanediol, Hydrogenated Lecithin, Phytosterols, Fructose, Propanediol, Polyglyceryl-10 Laurate, Wine, Pentylene Glycol, Ferulic Acid, Panthenol, Ananas Sativus (Pineapple) Fruit Extract, Tromethamine, Tocopherol, Curcuma Longa (Turmeric) Root Extract, Glycine Soja (Soybean) Oil, Caprylic/Capric Triglyceride, Water, Rose Flower Oil, Xanthan Gum, Isomalt, Citrus Grandis (Grapefruit) Peel Oil, Ethoxydiglycol, Ethylhexylglycerin, Ascorbyl Glucoside, Ascorbic Acid, Adenosine, Citronellol, Squalane, Sodium Phytate, Sodium Stearoyl Glutamate, Glycerin, Glucose, Glucosylrutin, BHT, Brassica Oleracea Italica (Broccoli) Extract, Butylene Glycol, Bacillus/Soybean Ferment Extract, Juniperus Mexicana Oil, Methylpropanediol, Maltodextrin","보습/수분 공급: 11, 용매: 8, 항산화: 6, 보습/진정: 4, 유화성분: 4, 피부와 유사한 성분: 3, 완충화제: 2, 세포대화성분: 2, 유화 안정화: 2, 향료: 2, 보존: 2, 미백: 2, 진정: 2, 세정/클렌징: 2, 점도조절 성분: 2, 흡수제: 1, 항균: 1, 철합제: 1, 냄새 방지: 1",아떼,에센스/세럼/앰플,아떼 바이탈좀 비건 잡티 토닝 앰플 20,10800,"정제수,아스코빅애씨드,다이프로필렌글라이콜,프로판다이올,글리세린,에톡시다이글라이콜,1??2-헥산다이올,3-O-에틸아스코빅애씨드,트로메타민,메틸프로판다이올,브로콜리추출물,클로렐라불가리스추출물,울금뿌리추출물,얼룩파인애플추출물,장미꽃오일,멕시칸주니퍼오일,바실러스/소이빈발효추출물,락토바실러스/호밀가루발효물,락토바실러스/소이밀크발효여과물,피그미핑크캘러스배양추출물,돌콩오일,왕귤껍질오일,라우다이모늄하이드록시프로필하이드롤라이즈드밀단백질,포도주,페룰릭애씨드,폴리글리세릴-10라우레이트,글루코오스,글루코실루틴,부틸렌글라이콜,프룩토올리고사카라이드,프룩토오스,에틸헥실글리세린,아데노신,다이포타슘글리시리제이트,판테놀,소듐파이테이트,아이소말트,카프릴릭/카프릭트라이글리세라이드,하이드로제네이티드레시틴,세라마이드엔피,펜틸렌글라이콜,타라검,레시틴,토코페롤,스쿠알란,말토덱스트린,피토스테롤,레티놀,소듐스테아로일글루타메이트,아스코빌글루코사이드,잔탄검,비에이치티,시트로넬올","수분공급, 미백, 피부투명",모든피부,https://shop-phinf.pstatic.net/20220819_90/16608954582863tY2X_JPEG/62031346981984180_119495515.jpg?type=f296_296,EVE VEGAN,2,17,27,
BJ13,"Glyceryl Stearate, sh-Polypeptide-7, sh-Oligopeptide-9, sh-Decapeptide-7, sh-Octapeptide-4, sh-Pentapeptide-19, Caprylhydroxamic Acid, Adansonia Digitata Seed Oil, Sodium Polyacryloyldimethyl Taurate, Dipotassium Glycyrrhizate, Dicaprylyl Carbonate, Dicaprylyl Ether, Disodium EDTA, 1,2-Hexanediol, Propanediol, Polyglyceryl-10 Dilaurate, Polyglutamic Acid, Pentylene Glycol, Panthenol, Tocopherol, Caprylyl Glycol, Caprylic/Capric Triglyceride, Copper Tripeptide-1, Carbomer, Camellia Sinensis Leaf Extract, Water, Niacinamide, Arginine, Allantoin, Adenosine, Sodium Hyaluronate, Glycerin, Cetearyl Alcohol, Butylene Glycol","보습/수분 공급: 10, 보습/진정: 7, 용매: 6, 진정: 5, 항산화: 3, 세포대화성분: 3, 유화 안정화: 3, 피부와 유사한 성분: 3, 점도조절 성분: 3, 철합제: 2, 유화성분: 2, 세정/클렌징: 2, 여드름 예방: 1, 냄새 방지: 1, 미백: 1",보나쥬르,로션/크림,비건 그린티 워터크림 100,2200,"정제수,부틸렌글라이콜,카프릴릭/카프릭트라이글리세라이드,녹차추출물,식물성스쿠알란,나이아신아마이드,글리세린,다이카프릴릴카보네이트,소듐하이알루로네이트,폴리글루타믹애씨드,카퍼트라이펩타이드-1,에스에이치-폴리펩타이드-7,에스에이치-데카펩타이드-7,에스에이치-옥타펩타이드-4,에스에이치-올리고펩타이드-9,에스에이치-펜타펩타이드-19,글리세릴스테아레이트,바오밥나무씨오일,알란토인,다이포타슘글리시리제이트,판테놀,세테아릴알코올,1??2-헥산다이올,아데노신,카보머,알지닌,다이소듐이디티에이,프로판다이올,카프릴하이드록사믹애씨드,소듐폴리아크릴로일다이메틸타우레이트,다이카프릴릴에터,펜틸렌글라이콜,폴리글리세릴-10다이라우레이트,카프릴릴글라이콜,토코페롤","수분공급, 보습","민감성, 복합성",https://www.bonajour.com/web/product/big/202303/dd358335839a82c015384f2bfab7cafd.jpg,VeganSociety,2,13,9,
BJ14,"Dexpanthenol, Nicotinoyl Dipeptide-23, Caprylhydroxamic Acid, Sodium Polyacryloyldimethyl Taurate, Dipotassium Glycyrrhizate, Dicaprylyl Ether, 1,2-Hexanediol, Helianthus Annuus (Sunflower) Seed Oil, Dimethicone Crosspolymer, Propanediol, Polyglyceryl-3 Distearate, Polyglyceryl-10 Dilaurate, Polyglutamic Acid, Pentylene Glycol, Phenyl Trimethicone, Caprylyl Glycol, Carbomer, Water, Hamamelis Virginiana (Witch Hazel) Water, Octyldodecanol, Arginine, Allantoin, Acetyl Hexapeptide-8, Adenosine, Squalane, Sodium Hyaluronate, Glyceryl Stearate Citrate, Glycerin, Glycereth-26, Cyclopentasiloxane, Butylene Glycol","보습/수분 공급: 10, 보습/진정: 8, 용매: 7, 피부와 유사한 성분: 4, 점도조절 성분: 4, 유화 안정화: 3, 세포대화성분: 2, 유화성분: 2, 진정: 2, 철합제: 1, 냄새 방지: 1, 향료: 1, 세정/클렌징: 1",보나쥬르,로션/크림,비건 펩타이드 워터크림 100,2200,"정제수,부틸렌글라이콜,사이클로펜타실록세인,글리세린,해바라기씨오일,소듐하이알루로네이트,폴리글루타믹애씨드,페닐트라이메티콘,스쿠알란,옥틸도데칸올,글리세레스-26,펜틸렌글라이콜,버지니아풍년화수,글리세릴스테아레이트시트레이트,폴리글리세릴-3다이스테아레이트,폴리글리세릴-10다이라우레이트,다이포타슘글리시리제이트,니코티노일다이펩타이드-23,아세틸헥사펩타이드-8,1??2-헥산다이올,카보머,알지닌,알란토인,덱스판테놀,다이메티콘크로스폴리머,소듐폴리아크릴로일다이메틸타우레이트,카프릴릴글라이콜,다이카프릴릴에터,아데노신,프로판다이올,카프릴하이드록사믹애씨드","수분공급, 피부장벽","지성, 복합성",https://www.bonajour.com/web/product/big/202206/22a088220d437c36e881e64516666d21.jpg,VeganSociety,0,13,9,
AM2,"Chamomilla Recutita (Matricaria) Flower Extract, Verbena Officinalis Extract, Aniba Rosodora (Rosewood) Wood Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Oil, Rosmarinus Officinalis (Rosemary) Leaf Water, Propanediol, Polyglyceryl-10 Myristate, Polyglyceryl-10 Laurate, Ethylhexylglycerin, Aloe Barbadensis Leaf Extract, Glycerin, Maltodextrin, Linalool","보습/수분 공급: 3, 냄새 방지: 2, 보습/진정: 2, 흡수제: 1, 유화성분: 1, 유화 안정화: 1, 향료: 1, 보존: 1, 피부와 유사한 성분: 1, 용매: 1, 진정: 1, 세정/클렌징: 1",아로마티카,스킨/토너,바이탈라이징 로즈마리 디콕션 토너 300,733,"로즈마리잎추출물,알로에베라잎추출물,글리세린,프로판다이올,로즈마리잎수,에틸헥실글리세린,폴리글리세릴-10라우레이트,폴리글리세릴-10미리스테이트,마트리카리아꽃추출물,마편초추출물,로즈마리잎오일,말토덱스트린,로즈우드오일,리날룰","진정, 보습",모든피부,https://aromatica.co.kr/web/product/medium/202307/5e7dd36801672914b1a43f14bc82f735.jpg,VeganSociety,1,11,,
TN6,"Fragaria Chiloensis (Strawberry) Fruit Extract, Pyridoxine HCl, Propolis Extract, Propanediol, Polyglyceryl-10 Oleate, Pentylene Glycol, Panthenol, Cocos Nucifera (Coconut) Oil, Caprylyl Glycol, Rosa Damascena Flower Water, Camellia Sinensis Leaf Extract, Water, Niacinamide, Ascorbyl Glucoside, Pimpinella Anisum (Anise) Fruit Extract, Rosa Centifolia Flower Water, Pyrus Communis (Pear) Fruit Extract, Betaine, Vanilla Planifolia Fruit Extract","보습/수분 공급: 6, 용매: 3, 항산화: 2, 미백: 2, 진정: 2, 여드름 예방: 1, 세포대화성분: 1, 냄새 방지: 1, 보습/진정: 1",톤28,스킨/토너,프로폴리스 균형제 250,880,"정제수,프로폴리스추출물,프로판다이올,펜틸렌글라이콜,판테놀,베타인,나이아신아마이드,아스코빌글루코사이드,피리독신에이치씨엘,아니스열매추출물,바닐라열매추출물,녹차추출물,프로방스장미꽃수,서양배추출물,코코넛야자오일,다마스크장미꽃수,비치스트로베리추출물,폴리글리세릴-10올리에이트,카프릴릴글라이콜","영양, 보습",모든피부,https://doc-14-58-docs.googleusercontent.com/docs/securesc/hs01evm6e0hsi48olt6avqt8u6goghka/i620pr7ug20euact8jct6lt1evd4f9vo/1696907775000/15133659543599301165/10866428248407012855/1breTJvH3lu5zi-PGuyZLG6e5D0rAcyyW?e=view&ax=AA75yW5f9Nn3EktsCgasXhAEW9q0WvgXFXC9C5HXQmOixqBb7PRKwZUqWcb2harjTBORicygk8cCU9IYRvN0Siz3UF0HcGnT0FHxBv-Jq7HCATP1mWJ0-UePH9q-pdw150X70JFXhHRlxaUwdXg1l1CbNYv-rwBFAMYdJB8xCltlrBVDyH8fwPKHezletKcZ4j74oh89CaSR49daSgvFjqIquNNX7MWvsQ688-wQkPv6t-SQ4uUcNRCLuJCOgZOfpofnIupfONdk30PwEzXs_wcbH6Ep85FEB8NIRZF_-3jgL06ukhFTx1WpZAtel0HI0KoVuZAhM6kvaTKV2MlJqvVypt3-e3DKdPJtA4bFaOZA_AhG2aCAVrJYgi41FSZL8x6OGW9gQ1TH7fYP3XOyJy8Rn5vOHQ2_jqOkJUkxcwgiiQYpQvuaZzd4Z8H0c_djyoAWreF30HATxPiSKpN5IgauCtjH8AZ9Xf95CKZJqrh6qlcb_JAHPLVIlt6kaa-AftxkUgH-bmy_8lMeNeTgbSR2cs3_0J_IIflLjOvAOqrdNzM8Lfv-PORLtTwj6YkljJc0w0A-9GD18Es5JGv8zne7kwevDt76vdVwsAeKif3cWOjUREZeWCU85yPE9Jao6YC9vts2X6rypFabyUSK3Knu8fihlRBlLW-p4sgIIArl6xjbHrqEy2N_-4cD9bDYzx9hCTpBp6mpmeIit3grpau1lDlMk-IIGb8PtS-R_Fna8wRPB5ii1PhnIISI1MlZo0bJ2oexlMO3NieT-0OqpGVv-G_Ee-vayyeSTOW898DC6juBoJNkDrc0zW2HV2GclmAFjzoZP_WSUGTw62xCY2kYlcjfWBmPpQvRM-a182jrrpFGQ37oYL_RRIb_MbllUA3tlw&uuid=e7b28ae4-4892-4210-a0b3-301bdc9393d2&authuser=0,VeganSociety,2,7,,
BJ12,"Oryza Sativa (Rice) Seed Extract, Bletilla Striata Root Extract, Cimicifuga Racemosa Root Extract, Saccharomyces Ferment, Trichosanthes Kirilowii Root Extract, Salix Alba (Willow) Bark Extract, Laminaria Digitata Extract, 1,2-Hexanediol, Propolis Extract, Pentylene Glycol, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Ulmus Campestris (Elm) Bark Extract, Eugenia Caryophyllus (Clove) Flower Extract, Broussonetia Kazinoki Root Extract, Caprylyl Glycol, Plantago Asiatica Extract, Camellia Sinensis Leaf Extract, Water, Phaseolus Radiatus Seed Extract, Nelumbo Nucifera Leaf Extract, Epigallocatechin Gallate, Oryza Sativa (Rice) Extract, Diospyros Kaki Leaf Extract, Sodium Carbomer, Glycerin, Cryptomeria Japonica Leaf Extract, Amomum Xanthioides Seed Extract, Gleditsia Australis Thorn Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Butylene Glycol, Angelica Dahurica Root Extract","보습/수분 공급: 6, 용매: 4, 항산화: 3, 보습/진정: 2, 진정: 2, 항균: 1, 냄새 방지: 1, 유화 안정화: 1, 피부와 유사한 성분: 1, 점도조절 성분: 1",보나쥬르,에센스/세럼/앰플,프로폴리스 유수분 세럼 100,2250,"프로폴리스추출물,부틸렌글라이콜,글리세린,정제수,녹차추출물,흰버드나무껍질추출물,효모발효물,삼나무잎추출물,연꽃잎추출물,질경이추출물,감나무잎추출물,당느릅나무껍질추출물,호스테일켈프추출물,글레디트시아아우스트랄리스가시추출물,구릿대뿌리추출물,라케모사승마뿌리추출물,자란뿌리추출물,쌀추출물,녹두씨추출물,하늘타리뿌리추출물,닥나무뿌리추출물,클로브꽃추출물,녹각사씨추출물,크랜베리추출물,로우스위트블루베리추출물,소듐카보머,펜틸렌글라이콜,1??2-헥산다이올,카프릴릴글라이콜,에피갈로카테킨갈레이트","수분공급, 피부장벽, 피지조절","지성, 복합성",https://www.bonajour.com/web/product/big/202303/d3aee8cfe66230af78ad9fac665b6b4f.jpg,VeganSociety,0,10,,
DB1,"Lavandula Angustifolia (Lavender) Oil, Simmondsia Chinensis Seed Oil, Tocopherol, Coumarin, Rosa Damascena Flower Water, Geraniol, Water, Xanthan Gum, Eugenol, Hamamelis Virginiana (Witch Hazel) Water, Alcohol, Honey, Aloe Barbadensis Leaf Juice, Persea Gratissima (Avocado) Oil, Citronellol, Citral, Glycerin, Cannabis Sativa Seed Oil, Limonene, Linalool","향료: 7, 보습/수분 공급: 3, 용매: 3, 항균: 2, 냄새 방지: 2, 보습/진정: 2, 진정: 2, 점도조절 성분: 2, 항산화: 1, 수분 조절: 1, 유화 안정화: 1, 피부와 유사한 성분: 1",닥터브로너스,스킨/토너,로즈 발란싱 스킨 소프트너 240,958,"정제수,다마스크장미꽃수,에탄올,알로에베라잎즙,글리세린,꿀,라벤더오일,버지니아풍년화수,잔탄검,호호바씨오일,삼씨오일,아보카도오일,토코페롤,시트랄,유제놀,제라니올,리날룰,시트로넬올,리모넨,쿠마린","보습,진정",건성,https://drbronnerskorea.com/web/product/big/202307/41f8138efae3fe4329975bde7f4d8f1a.jpg,VEGAN ACTION,0,12,6,
DB3,"Lavandula Angustifolia (Lavender) Oil, Simmondsia Chinensis Seed Oil, Tocopherol, Coumarin, Rosa Damascena Flower Water, Geraniol, Water, Xanthan Gum, Eugenol, Hamamelis Virginiana (Witch Hazel) Water, Alcohol, Honey, Aloe Barbadensis Leaf Juice, Persea Gratissima (Avocado) Oil, Citronellol, Citral, Glycerin, Cannabis Sativa Seed Oil, Limonene, Linalool","향료: 7, 보습/수분 공급: 3, 용매: 3, 항균: 2, 냄새 방지: 2, 보습/진정: 2, 진정: 2, 점도조절 성분: 2, 항산화: 1, 수분 조절: 1, 유화 안정화: 1, 피부와 유사한 성분: 1",닥터브로너스,스킨/토너,라벤더 발란싱 스킨 소프트너 240,958,"정제수,다마스크장미꽃수,에탄올,알로에베라잎즙,글리세린,꿀,라벤더오일,버지니아풍년화수,잔탄검,호호바씨오일,삼씨오일,아보카도오일,토코페롤,시트랄,유제놀,제라니올,리날룰,시트로넬올,리모넨,쿠마린","보습,진정",복합성,https://drbronnerskorea.com/web/product/big/202307/73d2450c6eff5f5dee5dcb4a308c87b3.jpg,VEGAN ACTION,0,12,6,
TN11,"Hyaluronic Acid, Aloe Barbadensis Leaf Water","보습/수분 공급: 1, 피부와 유사한 성분: 1",톤28,에센스/세럼/앰플,1 유분 0% 피부 보습 10,23000,"알로에베라잎수,하이알루로닉애씨드",수분공급,"모든피부, 복합성",https://drive.google.com/uc?export=view&id=1BCcWBpAHvhJceKSTw2nX70Vt56aDntzB,VeganSociety,0,2,,
TN12,"Niacinamide, Ascorbyl Glucoside","미백: 2, 여드름 예방: 1, 항산화: 1, 세포대화성분: 1, 보습/수분 공급: 1",톤28,에센스/세럼/앰플,2 맑고 환한 피부빛 관리 10,23000,"아스코빌글루코사이드,나이아신아마이드",미백,모든피부,https://drive.google.com/uc?export=view&id=1uljBnFzPhQC6vcbxUzG_rK5Xiy6HaQgF,VeganSociety,2,3,,
TN13,"Hamamelis Virginiana (Witch Hazel) Water, Gluconolactone","철합제: 1, 각질 제거: 1",톤28,에센스/세럼/앰플,3 윤기나는 피부결 관리 10,23000,"버지니아풍년화수,글루코노락톤","수분공급, 진정",모든피부,https://drive.google.com/uc?export=view&id=1D6ocTbDaL7SsNe82oHlVGweKGlKDhf_a,VeganSociety,0,2,,
TN14,"Centella Asiatica Leaf Water, Asiaticoside, Centella Asiatica Extract","항산화: 2, 보습/수분 공급: 1, 향료: 1, 진정: 1",톤28,에센스/세럼/앰플,4 피부 진정 10,23000,"병풀잎수,병풀추출물,아시아티코사이드",진정,민감성,https://drive.google.com/uc?export=view&id=1Gw7W4lVrRwVUE1_LJWTyLeSjthqrXxyv,VeganSociety,0,4,,
TN15,"Chamomilla Recutita (Matricaria) Flower Water, Calamine",흡수제: 1,톤28,에센스/세럼/앰플,5 피지 케어 10,23000,"마트리카리아꽃수,식물성스쿠알란,칼라민",보습,지성,https://drive.google.com/uc?export=view&id=1pInbKwej8iuRwBRLhJkWRdQVe8TiIFqA,VeganSociety,1,0,,
TN16,"Ceramide NP, Rosa Damascena Flower Water",피부와 유사한 성분: 1,톤28,에센스/세럼/앰플,6 피부 보습 장벽 강화 10,23000,"다마스크장미꽃수,세라마이드엔피",보습,모든피부,https://drive.google.com/uc?export=view&id=1oqI2gEyD2UVxnLj5dMm_PiqzUHJ69dMp,VeganSociety,0,1,,
TN17,"Copper Tripeptide-1, Camellia Sinensis Leaf Water, Acetyl Hexapeptide-8","세포대화성분: 2, 항산화: 1, 보습/수분 공급: 1, 진정: 1",톤28,에센스/세럼/앰플,7 탄력있고 건강한 피부 10,23000,"녹차수,카퍼트라이펩타이드-1,아세틸헥사펩타이드-8",영양,모든피부,https://drive.google.com/uc?export=view&id=1bhgQys_2oBevQc5k0G8quFmqbjrwCLI4,VeganSociety,0,4,,
TN19,Squalane,"보습/진정: 1, 피부와 유사한 성분: 1",톤28,에센스/세럼/앰플,9 보습 지속 10,23000,스쿠알란,보습,"모든피부, 복합성",https://drive.google.com/uc?export=view&id=18Cb5HdfGB-DDJXfwxBovyL2Ocx8_tGUN,VeganSociety,0,2,,
EH3,"Melaleuca Alternifolia (Tea Tree) Leaf Oil, Limonene, Linalool","냄새 방지: 2, 향료: 2, 용매: 1",에센허브,에센스/세럼/앰플,에센허브 티트리 100 오일 20,11550,"티트리잎오일,리모넨,리날룰",트러블케어,"모든피부, 지복합성, 지성",https://shop-phinf.pstatic.net/20221223_25/1671782495492fQxoW_JPEG/72918391211659318_64085777.jpg?type=f295_381,EVE VEGAN,0,3,,
DO1,"Chamomilla Recutita (Matricaria) Flower Extract, Hydroxyacetophenone, Lactobacillus Ferment Lysate, Melia Azadirachta Flower Extract, Ceramide NP, Rosmarinus Officinalis (Rosemary) Leaf Extract, Lactococcus Ferment Lysate, Disodium EDTA, Saccharomyces Ferment Filtrate, Scutellaria Baicalensis Root Extract, Salix Alba (Willow) Bark Extract, Ocimum Sanctum Leaf Extract, Polygonum Cuspidatum Root Extract, 1,2-Hexanediol, Hydrogenated Lecithin, Curcuma Longa (Turmeric) Root Extract, Capryloyl Salicylic Acid, Corallina Officinalis Extract, Camellia Sinensis Leaf Extract, Water, Melia Azadirachta Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Octyldodeceth-16, Ethylhexylglycerin, Houttuynia Cordata Extract, Niacinamide, Citric Acid, Sodium Citrate, Glycerin, Saccharum Officinarum (Sugarcane) Extract, Gluconolactone, Bifida Ferment Lysate, Bifida Ferment Filtrate, Butylene Glycol, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Portulaca Oleracea Extract","항산화: 7, 보습/수분 공급: 6, 진정: 6, 철합제: 3, 용매: 3, 완충화제: 2, 유화성분: 2, 각질 제거: 2, 피부와 유사한 성분: 2, 여드름 예방: 1, 항균: 1, 수분 조절: 1, 세포대화성분: 1, 냄새 방지: 1, 보습/진정: 1, 보존: 1, 미백: 1",더온리프,스킨/토너,비건 어성초 파하 토너 260,904,"정제수,약모밀추출물,부틸렌글라이콜,글리세린,1??2-헥산다이올,나이아신아마이드,쇠비름추출물,병풀추출물,무화과추출물,사탕수수추출물,흰버드나무껍질추출물,인도멀구슬나무꽃추출물,인도멀구슬나무잎추출물,울금뿌리추출물,홀리바질잎추출물,호장근뿌리추출물,황금추출물,녹차추출물,스페인감초뿌리추출물,참산호말추출물,로즈마리잎추출물,마트리카리아꽃추출물,하이드로제네이티드레시틴,소듐시트레이트,옥틸도데세스-16,시트릭애씨드,다이소듐이디티에이,글루코노락톤,카프릴로일살리실릭애씨드,세라마이드엔피,락토바실러스발효용해물,락토코쿠스발효용해물,비피다발효여과물,비피다발효용해물,효모발효여과물,하이드록시아세토페논,에틸헥실글리세린","피지개선,모공타이트닝",민감성,https://theonleaf.kr/web/product/small/202208/4c038f775df6186bf8031425696423e9.jpg,PETA,2,15,,
